"","Date","DailyVisits","MaxTemp","MinTemp","Precipitation","Snowfall","SnowDepth"
"4758",2006-01-13,880,45,28,0,0,0
"4759",2006-01-14,1588,58,43,0,0,0
"4760",2006-01-15,1099,51,29,0,0,0
"4761",2006-01-16,780,29,20,0,0,0
"4762",2006-01-17,729,38,21,0,0,0
"4763",2006-01-18,914,46,26,0.06,1.6,2
"4764",2006-01-19,849,35,22,0,0.2,2
"4765",2006-01-20,844,33,23,0,0,NA
"4766",2006-01-21,943,37,23,0,0,NA
"4767",2006-01-22,943,35,22,0,0,NA
"4768",2006-01-23,837,40,20,0,0,NA
"4769",2006-01-24,967,47,35,0,0,NA
"4770",2006-01-25,760,58,38,0,0,0
"4771",2006-01-26,984,49,35,0,0,0
"4772",2006-01-27,899,43,28,0,0,0
"4773",2006-01-28,1161,38,29,0,0,0
"4774",2006-01-29,945,36,26,0,0,0
"4775",2006-01-30,1044,46,25,0,0,0
"4776",2006-01-31,799,40,27,0,0,0
"4777",2006-02-01,1159,43,27,NA,NA,NA
"4778",2006-02-02,1192,38,28,NA,NA,NA
"4779",2006-02-03,1313,37,26,NA,NA,NA
"4780",2006-02-04,1428,39,26,NA,NA,NA
"4781",2006-02-05,836,38,28,NA,NA,NA
"4782",2006-02-06,1030,34,24,0,0,0
"4783",2006-02-07,1078,38,21,NA,NA,NA
"4784",2006-02-08,1044,44,19,NA,NA,NA
"4785",2006-02-09,1013,45,20,0,0,0
"4786",2006-02-10,786,20,10,0.03,0.3,0
"4787",2006-02-11,1181,29,10,NA,NA,NA
"4788",2006-02-12,1446,45,21,NA,NA,NA
"4789",2006-02-13,1268,49,35,NA,NA,NA
"4790",2006-02-14,907,37,17,0.1,1,1
"4791",2006-02-15,683,17,6,0.35,3.5,5
"4792",2006-02-16,674,13,-11,0.02,0.2,5
"4793",2006-02-17,946,-11,-20,0,0,5
"4794",2006-02-18,1146,7,-18,NA,NA,5
"4795",2006-02-19,1182,19,-1,NA,NA,3
"4796",2006-02-20,1098,31,18,NA,NA,3
"4797",2006-02-21,1074,28,19,0,0,4
"4798",2006-02-22,1013,33,20,0,0,4
"4799",2006-02-23,1010,36,21,NA,NA,NA
"4800",2006-02-24,1086,42,15,0,0,3
"4801",2006-02-25,1483,31,12,0,0,2
"4802",2006-02-26,1638,51,26,NA,NA,NA
"4803",2006-02-27,1881,59,39,NA,NA,NA
"4804",2006-02-28,2857,60,47,NA,NA,NA
"4805",2006-03-01,2503,54,29,0,0,0
"4806",2006-03-02,2080,40,26,0,0,0
"4807",2006-03-03,2152,51,24,0,0,0
"4808",2006-03-04,2710,60,34,0,0,0
"4809",2006-03-05,2275,49,31,0,0,0
"4810",2006-03-06,1579,58,30,0,0,0
"4811",2006-03-07,1521,55,34,0,0,0
"4812",2006-03-08,1540,41,27,0.15,2,1
"4813",2006-03-09,1274,37,20,0,0,NA
"4814",2006-03-10,1419,26,18,0.11,2.5,2
"4815",2006-03-11,1890,32,17,0,0,0
"4816",2006-03-12,613,26,17,1.08,12,12
"4817",2006-03-13,1520,26,13,0,0,11
"4818",2006-03-14,2030,37,21,0,0,10
"4819",2006-03-15,1680,48,20,0.17,4,12
"4820",2006-03-16,1836,26,15,0,0,11
"4821",2006-03-17,2102,37,19,0,0,8
"4822",2006-03-18,1307,31,24,0.16,1.3,9
"4823",2006-03-19,445,24,13,0.59,7,15
"4824",2006-03-20,775,24,11,0.58,8.3,29
"4825",2006-03-21,1444,21,12,0,0,29
"4826",2006-03-22,1498,25,13,0,0,24
"4827",2006-03-23,1974,27,15,0,0,20
"4828",2006-03-24,2150,37,26,0,0,12
"4829",2006-03-25,2610,49,28,0,0,9
"4830",2006-03-26,1974,53,31,NA,NA,7
"4831",2006-03-27,2206,44,28,0,0,6
"4832",2006-03-28,2437,60,31,0,0,4
"4833",2006-03-29,2276,61,43,0,0,0
"4834",2006-03-30,2226,61,32,0,0,0
"4835",2006-03-31,2396,48,31,0,0,0
"4836",2006-04-01,3010,59,38,0,0,0
"4837",2006-04-02,1856,49,35,0,0,0
"4838",2006-04-03,2141,53,33,0,0,0
"4839",2006-04-04,2007,64,44,0,0,0
"4840",2006-04-05,2286,73,48,0,0,0
"4841",2006-04-06,1863,56,31,0.26,0.1,0
"4842",2006-04-07,2212,38,25,0.5,2,0
"4843",2006-04-08,3290,60,28,0,0,0
"4844",2006-04-09,2949,66,47,0,0,0
"4845",2006-04-10,2351,71,47,0,0,0
"4846",2006-04-11,2319,55,41,0,0,0
"4847",2006-04-12,2610,62,42,0,0,0
"4848",2006-04-13,3009,73,55,0,0,0
"4849",2006-04-14,3799,72,44,0,0,0
"4850",2006-04-15,5270,66,53,0,0,0
"4851",2006-04-16,3700,66,52,0,0,0
"4852",2006-04-17,2594,71,38,0.02,0,0
"4853",2006-04-18,1571,38,28,0.01,0,0
"4854",2006-04-19,1633,33,25,0.24,0.5,0
"4855",2006-04-20,2635,49,31,0,0,0
"4856",2006-04-21,2842,55,33,0,0,0
"4857",2006-04-22,3890,66,41,0,0,0
"4858",2006-04-23,2211,57,32,0,0,0
"4859",2006-04-24,1576,33,23,0.54,3.5,4
"4860",2006-04-25,2741,38,24,0,0,NA
"4861",2006-04-26,3018,53,28,0,0,NA
"4862",2006-04-27,3240,59,39,0,0,NA
"4863",2006-04-28,3306,52,37,0,0,NA
"4864",2006-04-29,4334,49,38,0,NA,0
"4865",2006-04-30,3338,51,38,0,0,0
"4866",2006-05-01,3370,55,40,0,0,0
"4867",2006-05-02,3305,61,38,0,0,0
"4868",2006-05-03,3713,54,34,0,0,0
"4869",2006-05-04,4141,37,32,0,0,0
"4870",2006-05-05,4133,54,32,0,0,0
"4871",2006-05-06,5036,60,35,0,0,0
"4872",2006-05-07,4251,65,45,0,0,0
"4873",2006-05-08,4060,51,41,0.45,0,0
"4874",2006-05-09,4145,44,32,0.5,0,0
"4875",2006-05-10,4345,42,33,0,0,0
"4876",2006-05-11,4479,52,35,0,0,0
"4877",2006-05-12,5003,62,37,0,0,0
"4878",2006-05-13,5706,64,43,0.05,0,0
"4879",2006-05-14,6124,57,43,0,0,0
"4880",2006-05-15,5299,60,44,0,0,0
"4881",2006-05-16,5847,66,42,0,0,0
"4882",2006-05-17,6358,74,53,0,0,0
"4883",2006-05-18,6426,79,54,0,0,0
"4884",2006-05-19,8222,80,61,0,0,0
"4885",2006-05-20,8998,71,50,0.55,0,0
"4886",2006-05-21,8666,70,49,0.07,0,0
"4887",2006-05-22,6959,82,60,0,0,0
"4888",2006-05-23,6342,68,53,0.04,0,0
"4889",2006-05-24,7327,70,54,0,0,0
"4890",2006-05-25,7914,77,52,0,0,0
"4891",2006-05-26,10175,85,61,0.38,0,0
"4892",2006-05-27,15825,78,61,0,0,0
"4893",2006-05-28,13390,71,43,1.21,0,0
"4894",2006-05-29,10099,62,42,0.05,0,0
"4895",2006-05-30,9059,65,44,0.25,0,0
"4896",2006-05-31,8999,62,43,0.2,0,0
"4897",2006-06-01,11141,73,43,0.01,0,0
"4898",2006-06-02,13282,78,56,0,0,0
"4899",2006-06-03,15415,80,64,0,0,0
"4900",2006-06-04,15235,73,57,0.01,0,0
"4901",2006-06-05,17629,74,57,0,0,0
"4902",2006-06-06,15736,82,56,0,0,0
"4903",2006-06-07,13031,73,59,0,0,0
"4904",2006-06-08,11990,80,55,0.03,0,0
"4905",2006-06-09,11188,75,53,0.96,0,0
"4906",2006-06-10,14491,64,48,1.88,0,0
"4907",2006-06-11,15726,67,48,0,0,0
"4908",2006-06-12,16411,70,50,0,0,0
"4909",2006-06-13,16267,84,50,0.03,0,0
"4910",2006-06-14,15165,90,64,0,0,0
"4911",2006-06-15,14906,69,58,0,0,0
"4912",2006-06-16,15364,69,57,0.02,0,0
"4913",2006-06-17,16004,76,57,0,0,0
"4914",2006-06-18,17623,71,51,0.02,0,0
"4915",2006-06-19,17274,74,52,0.15,0,0
"4916",2006-06-20,18281,71,54,0,0,0
"4917",2006-06-21,18555,69,55,0,0,0
"4918",2006-06-22,18187,69,53,0,0,0
"4919",2006-06-23,17264,74,53,0.11,0,0
"4920",2006-06-24,20673,70,53,0,0,0
"4921",2006-06-25,20881,68,51,0,0,0
"4922",2006-06-26,21263,73,54,0,0,0
"4923",2006-06-27,21601,76,56,0,0,0
"4924",2006-06-28,20880,80,55,0,0,0
"4925",2006-06-29,20859,87,68,0,0,0
"4926",2006-06-30,22080,85,70,0,0,0
"4927",2006-07-01,29991,75,56,0.28,0,0
"4928",2006-07-02,38337,72,NA,0.15,0,0
"4929",2006-07-03,42496,75,53,0.31,0,0
"4930",2006-07-04,28548,69,56,0,0,0
"4931",2006-07-05,24276,73,NA,0,0,0
"4932",2006-07-06,23781,82,59,0,0,0
"4933",2006-07-07,20762,85,64,0.15,0,0
"4934",2006-07-08,20829,84,67,0,0,0
"4935",2006-07-09,20154,73,59,0,0,0
"4936",2006-07-10,21693,73,62,0,0,0
"4937",2006-07-11,22578,81,NA,0.15,0,0
"4938",2006-07-12,21220,91,67,0,0,0
"4939",2006-07-13,20456,83,67,0,0,0
"4940",2006-07-14,21064,92,63,0,0,0
"4941",2006-07-15,20699,99,61,0,0,0
"4942",2006-07-16,20655,94,NA,0,0,0
"4943",2006-07-17,21592,80,65,0,0,0
"4944",2006-07-18,21786,95,70,0,0,0
"4945",2006-07-19,20782,84,65,0,0,0
"4946",2006-07-20,18969,72,60,0.03,0,0
"4947",2006-07-21,21313,75,57,0,0,0
"4948",2006-07-22,22545,80,56,0,0,0
"4949",2006-07-23,21775,90,64,0,0,0
"4950",2006-07-24,23229,90,72,0,0,0
"4951",2006-07-25,22195,87,70,0,0,0
"4952",2006-07-26,21362,83,61,0.24,0,0
"4953",2006-07-27,20456,90,63,0,0,0
"4954",2006-07-28,20225,98,71,0,0,0
"4955",2006-07-29,20946,97,79,0,0,0
"4956",2006-07-30,20613,100,78,0,0,0
"4957",2006-07-31,21145,82,63,0,0,0
"4958",2006-08-01,19408,68,53,0.02,0,0
"4959",2006-08-02,21594,76,53,0.03,0,0
"4960",2006-08-03,22561,87,60,0.03,0,0
"4961",2006-08-04,24434,90,68,0,0,0
"4962",2006-08-05,31485,85,67,0,0,0
"4963",2006-08-06,36484,75,55,0.04,0,0
"4964",2006-08-07,43383,81,57,0.4,0,0
"4965",2006-08-08,40693,80,61,0.15,0,0
"4966",2006-08-09,33835,86,65,0.2,0,0
"4967",2006-08-10,33294,80,61,0,0,0
"4968",2006-08-11,25320,94,59,0,0,0
"4969",2006-08-12,17906,78,56,0.06,0,0
"4970",2006-08-13,17407,NA,53,0,0,0
"4971",2006-08-14,16750,78,52,0.05,0,0
"4972",2006-08-15,27644,83,59,0,0,0
"4973",2006-08-16,15762,78,64,0,0,0
"4974",2006-08-17,14800,88,62,0.31,0,0
"4975",2006-08-18,15621,65,47,0,0,0
"4976",2006-08-19,15763,74,38,0,0,0
"4977",2006-08-20,14051,78,56,0.59,0,0
"4978",2006-08-21,14136,77,59,0,0,0
"4979",2006-08-22,13000,91,68,0,0,0
"4980",2006-08-23,12252,93,58,0,0,0
"4981",2006-08-24,12143,81,47,0,0,0
"4982",2006-08-25,11138,66,37,0.04,0,0
"4983",2006-08-26,11224,58,51,0.24,0,0
"4984",2006-08-27,9717,58,51,0.87,0,0
"4985",2006-08-28,11192,66,51,0,0,0
"4986",2006-08-29,10770,72,50,0,0,0
"4987",2006-08-30,9646,89,63,0,0,0
"4988",2006-08-31,8571,75,50,0,0,0
"4989",2006-09-01,11221,55,40,0.46,0,0
"4990",2006-09-02,14524,58,42,0,0,0
"4991",2006-09-03,15051,61,42,0,0,0
"4992",2006-09-04,8886,64,46,0,0,0
"4993",2006-09-05,8751,75,52,0,0,0
"4994",2006-09-06,9069,75,60,0,0,0
"4995",2006-09-07,9088,75,58,0,0,0
"4996",2006-09-08,9477,71,53,0,0,0
"4997",2006-09-09,9159,58,50,0,0,0
"4998",2006-09-10,9683,65,48,0,0,0
"4999",2006-09-11,9564,64,50,0.13,0,0
"5000",2006-09-12,8762,71,50,0,0,0
"5001",2006-09-13,12542,81,54,0,0,0
"5002",2006-09-14,8790,87,54,0,0,0
"5003",2006-09-15,8839,68,52,0.19,0,0
"5004",2006-09-16,8253,68,36,0.01,0,0
"5005",2006-09-17,6913,46,35,0,0,0
"5006",2006-09-18,8291,51,33,0,0,0
"5007",2006-09-19,8719,55,38,0,0,0
"5008",2006-09-20,7947,60,41,0,0,0
"5009",2006-09-21,7032,57,43,0.01,0,0
"5010",2006-09-22,5462,56,39,0.3,0,0
"5011",2006-09-23,7023,44,35,0.51,0,0
"5012",2006-09-24,6812,57,37,0,0,0
"5013",2006-09-25,6682,63,47,0,0,0
"5014",2006-09-26,6171,68,49,0,0,0
"5015",2006-09-27,5975,49,37,0.03,0,0
"5016",2006-09-28,5691,66,33,0,0,0
"5017",2006-09-29,6505,68,54,0,0,0
"5018",2006-09-30,7618,76,55,0,0,0
"5019",2006-10-01,6565,79,60,0,0,0
"5020",2006-10-02,5413,78,57,0,0,0
"5021",2006-10-03,4787,66,43,0,0,0
"5022",2006-10-04,5248,47,39,0,0,0
"5023",2006-10-05,5239,66,39,0,0,0
"5024",2006-10-06,5781,75,61,0,0,0
"5025",2006-10-07,7057,73,45,0,0,0
"5026",2006-10-08,5101,49,38,0,0,0
"5027",2006-10-09,6870,38,26,0.03,0,0
"5028",2006-10-10,3850,44,31,0,0,0
"5029",2006-10-11,3460,40,22,0.05,0,0
"5030",2006-10-12,3503,41,20,0,0,0
"5031",2006-10-13,3532,44,27,0,0,0
"5032",2006-10-14,4066,54,28,0,0,0
"5033",2006-10-15,3425,68,46,0,0,0
"5034",2006-10-16,2818,58,38,0.04,0,0
"5035",2006-10-17,2798,38,24,0,0,0
"5036",2006-10-18,2502,36,22,0,0,0
"5037",2006-10-19,3378,46,35,0,0,0
"5038",2006-10-20,2817,42,24,0.4,2,2
"5039",2006-10-21,2603,30,23,0,0,0
"5040",2006-10-22,1975,33,19,0,0,0
"5041",2006-10-23,2035,50,24,0,0,0
"5042",2006-10-24,2485,53,39,0,0,0
"5043",2006-10-25,2120,58,35,0,0,0
"5044",2006-10-26,2211,44,34,0,0,0
"5045",2006-10-27,2417,53,39,0,0,0
"5046",2006-10-28,2617,58,42,0,0,0
"5047",2006-10-29,2145,68,51,0,0,0
"5048",2006-10-30,1245,55,13,0,0,0
"5049",2006-10-31,1280,28,10,0,0,0
"5050",2006-11-01,1193,27,17,0,0,0
"5051",2006-11-02,1368,NA,22,0,0,0
"5052",2006-11-03,2392,51,38,0,0,0
"5053",2006-11-04,2163,56,NA,0,0,0
"5054",2006-11-05,1645,56,40,0,0,0
"5055",2006-11-06,1390,59,41,0,0,0
"5056",2006-11-07,1436,69,50,0,0,0
"5057",2006-11-08,1368,67,38,0,0,0
"5058",2006-11-09,1326,38,24,0.32,2,2
"5059",2006-11-10,1606,32,21,0.39,3,5
"5060",2006-11-11,1574,48,20,0,0,2
"5061",2006-11-12,2663,38,28,0,0,2
"5062",2006-11-13,3021,43,30,0,0,1
"5063",2006-11-14,903,42,25,0.08,0.5,1
"5064",2006-11-15,1095,38,25,0,0,0
"5065",2006-11-16,1130,53,33,0,0,0
"5066",2006-11-17,1368,41,28,0,0,0
"5067",2006-11-18,1652,46,25,0,0,0
"5068",2006-11-19,1457,47,34,0,0,0
"5069",2006-11-20,1398,58,41,0,0,0
"5070",2006-11-21,1285,62,41,0,0,0
"5071",2006-11-22,1204,60,38,0,0,0
"5072",2006-11-23,1922,58,33,0,0,0
"5073",2006-11-24,2903,43,28,0,0,0
"5074",2006-11-25,1805,37,21,0,0,0
"5075",2006-11-26,926,25,10,0,0,0
"5076",2006-11-27,820,47,11,0,0,0
"5077",2006-11-28,656,35,8,0,0,0
"5078",2006-11-29,626,18,3,0,0,0
"5079",2006-11-30,686,33,8,0,0,0
"5080",2006-12-01,696,27,7,0,0,0
"5081",2006-12-02,915,19,7,0,0,0
"5082",2006-12-03,790,32,5,0,0,0
"5083",2006-12-04,777,43,29,0,0,0
"5084",2006-12-05,810,44,29,0,0,0
"5085",2006-12-06,702,30,6,0.02,0.4,0
"5086",2006-12-07,780,43,6,0,0,0
"5087",2006-12-08,1155,61,42,0,0,0
"5088",2006-12-09,1314,56,39,0,0,0
"5089",2006-12-10,807,48,34,0,0,0
"5090",2006-12-11,645,43,31,0,0,0
"5091",2006-12-12,820,45,34,0,0,0
"5092",2006-12-13,915,47,28,0,0,0
"5093",2006-12-14,885,44,29,0,0,0
"5094",2006-12-15,1136,53,29,0,0,0
"5095",2006-12-16,1198,36,21,0,0,0
"5096",2006-12-17,831,24,19,0,0,0
"5097",2006-12-18,818,36,17,0,0,0
"5098",2006-12-19,893,46,26,0,0,0
"5099",2006-12-20,791,32,23,0,0,0
"5100",2006-12-21,958,39,25,0,0,0
"5101",2006-12-22,923,37,27,0,0,0
"5102",2006-12-23,958,43,25,0,0,0
"5103",2006-12-24,572,36,21,0,0,0
"5104",2006-12-25,837,45,19,0,0,0
"5105",2006-12-26,1549,45,35,0,0,0
"5106",2006-12-27,1892,47,34,0,0,0
"5107",2006-12-28,1415,37,15,0.01,0,0
"5108",2006-12-29,961,25,11,0.15,1.8,2
"5109",2006-12-30,1144,27,11,0,0,2
"5110",2006-12-31,1056,31,20,0,0,2
"5111",2007-01-01,871,40,22,0,0,2
"5112",2007-01-02,945,49,30,0,0,NA
"5113",2007-01-03,963,52,41,0,0,NA
"5114",2007-01-04,808,41,27,0,0,0
"5115",2007-01-05,792,30,21,0,0,0
"5116",2007-01-06,748,30,21,0,0.1,0
"5117",2007-01-07,808,34,18,0,0,0
"5118",2007-01-08,652,34,18,0,0,0
"5119",2007-01-09,746,46,18,0,0,0
"5120",2007-01-10,727,49,24,0,0,0
"5121",2007-01-11,768,24,-9,0.16,1.6,2
"5122",2007-01-12,614,-1,-14,0.04,0.7,2
"5123",2007-01-13,703,10,-3,0,0,2
"5124",2007-01-14,757,12,0,0,0,2
"5125",2007-01-15,530,19,1,0,0,2
"5126",2007-01-16,676,39,12,0,0,NA
"5127",2007-01-17,672,39,23,0,0,NA
"5128",2007-01-18,645,26,15,0,0,NA
"5129",2007-01-19,832,37,20,0,0,NA
"5130",2007-01-20,844,41,20,0,0,NA
"5131",2007-01-21,590,27,16,0,0,NA
"5132",2007-01-22,657,36,22,0,0,NA
"5133",2007-01-23,751,43,33,0,0,NA
"5134",2007-01-24,801,46,31,0,0,0
"5135",2007-01-25,945,56,40,0,0,0
"5136",2007-01-26,861,56,23,0,0,0
"5137",2007-01-27,1113,23,7,0,0,0
"5138",2007-01-28,820,35,6,0,0,0
"5139",2007-01-29,664,22,5,0,0,0
"5140",2007-01-30,648,32,4,0,0,0
"5141",2007-01-31,556,18,7,0,0,0
"5142",2007-02-01,698,18,-8,0,0,0
"5143",2007-02-02,736,9,-8,0,0,0
"5144",2007-02-03,834,17,-1,0,0,0
"5145",2007-02-04,710,38,6,0,0,0
"5146",2007-02-05,815,50,31,0,0,0
"5147",2007-02-06,728,49,20,0,0,0
"5148",2007-02-07,652,29,13,0,0,0
"5149",2007-02-08,666,24,9,0.05,0.6,1
"5150",2007-02-09,761,24,5,0,0.4,1
"5151",2007-02-10,977,38,13,0,0,1
"5152",2007-02-11,840,37,25,0,0,NA
"5153",2007-02-12,658,26,-2,0.3,4,4
"5154",2007-02-13,666,9,-5,0,0,4
"5155",2007-02-14,652,5,-8,0.05,0.3,4
"5156",2007-02-15,624,33,-9,0,0,4
"5157",2007-02-16,910,39,24,0.23,3,6
"5158",2007-02-17,1461,36,24,0,0.2,5
"5159",2007-02-18,1377,53,35,0,0,2
"5160",2007-02-19,1008,45,20,0,0,2
"5161",2007-02-20,1002,46,15,0,0,0
"5162",2007-02-21,1008,40,26,0,0,0
"5163",2007-02-22,1177,46,24,0,0,0
"5164",2007-02-23,978,53,24,0,0,0
"5165",2007-02-24,1031,32,20,0,0,0
"5166",2007-02-25,896,35,17,0,0,0
"5167",2007-02-26,831,28,13,0,0,0
"5168",2007-02-27,781,35,23,0.1,0.5,0
"5169",2007-02-28,829,33,18,0,0,0
"5170",2007-03-01,848,32,16,0,0,0
"5171",2007-03-02,708,17,11,0,0,0
"5172",2007-03-03,1372,34,11,0,0,0
"5173",2007-03-04,1381,50,32,0,0,0
"5174",2007-03-05,1296,50,28,0,0,0
"5175",2007-03-06,1109,55,32,0,0,0
"5176",2007-03-07,1372,56,36,0,0,0
"5177",2007-03-08,1499,59,26,0,0,0
"5178",2007-03-09,1912,50,30,0,0,0
"5179",2007-03-10,2601,46,31,0,0,0
"5180",2007-03-11,2108,59,31,0,0,0
"5181",2007-03-12,1906,72,46,0,0,0
"5182",2007-03-13,1774,64,39,0,0,0
"5183",2007-03-14,1716,47,29,0.25,2,2
"5184",2007-03-15,1986,37,24,0,0,0
"5185",2007-03-16,2497,49,25,0,0,0
"5186",2007-03-17,2935,60,42,0,0,0
"5187",2007-03-18,1989,68,39,0,0,0
"5188",2007-03-19,1713,50,30,0,0,0
"5189",2007-03-20,1721,71,43,0,0,0
"5190",2007-03-21,1756,58,33,0,0,0
"5191",2007-03-22,2033,59,32,0,0,0
"5192",2007-03-23,2690,64,33,0,0,0
"5193",2007-03-24,2758,54,40,0,0,0
"5194",2007-03-25,2789,68,46,0,0,0
"5195",2007-03-26,2035,60,44,0,0,0
"5196",2007-03-27,1433,53,36,0,0,0
"5197",2007-03-28,1614,54,35,0.1,0,0
"5198",2007-03-29,1640,38,24,0.92,4,4
"5199",2007-03-30,2534,36,21,0,0,2
"5200",2007-03-31,2703,39,21,0,0,0
"5201",2007-04-01,2289,51,33,0,0,0
"5202",2007-04-02,2122,54,24,0.13,0,0
"5203",2007-04-03,2040,32,9,0,0,0
"5204",2007-04-04,2203,24,17,0,0,0
"5205",2007-04-05,2189,22,16,0.1,1.2,1
"5206",2007-04-06,2540,22,11,0,0,0
"5207",2007-04-07,3694,21,4,0,0,0
"5208",2007-04-08,2277,33,9,0,0,0
"5209",2007-04-09,2722,48,23,0,0,0
"5210",2007-04-10,1846,42,31,0,0,0
"5211",2007-04-11,1740,34,26,0,0,0
"5212",2007-04-12,2003,30,22,0,0,0
"5213",2007-04-13,2403,42,26,0,0,0
"5214",2007-04-14,3145,54,30,0,0,0
"5215",2007-04-15,2699,70,NA,0,0,0
"5216",2007-04-16,2332,51,38,0,0,0
"5217",2007-04-17,2583,56,28,0,0,0
"5218",2007-04-18,2314,59,40,0,0,0
"5219",2007-04-19,3470,51,33,0.76,0,0
"5220",2007-04-20,4078,60,40,0,0,0
"5221",2007-04-21,3963,59,43,0.04,0,0
"5222",2007-04-22,2833,51,39,0,0,0
"5223",2007-04-23,2319,44,34,0.62,0,0
"5224",2007-04-24,3469,43,24,0.21,0,0
"5225",2007-04-25,3381,55,36,0,0,0
"5226",2007-04-26,3440,61,40,0.15,0,0
"5227",2007-04-27,3973,58,31,0,0,0
"5228",2007-04-28,4872,74,29,0,0,0
"5229",2007-04-29,3781,68,59,0,0,0
"5230",2007-04-30,3180,71,51,0,0,0
"5231",2007-05-01,4793,61,42,0,0,0
"5232",2007-05-02,3167,69,50,0,0,0
"5233",2007-05-03,3789,66,44,0.21,0,0
"5234",2007-05-04,2797,53,40,0,0,0
"5235",2007-05-05,3369,50,40,1.58,0,0
"5236",2007-05-06,3775,50,39,0.12,0,0
"5237",2007-05-07,3905,54,41,0,0,0
"5238",2007-05-08,4225,64,46,0,0,0
"5239",2007-05-09,3898,75,51,0.02,0,0
"5240",2007-05-10,4591,67,52,0,0,0
"5241",2007-05-11,5063,75,49,0,0,0
"5242",2007-05-12,5581,75,54,0,0,0
"5243",2007-05-13,5543,86,66,0,0,0
"5244",2007-05-14,4977,71,42,0.26,0,0
"5245",2007-05-15,5680,53,38,0,0,0
"5246",2007-05-16,6365,60,41,0,0,0
"5247",2007-05-17,6172,75,45,0.02,0,0
"5248",2007-05-18,8204,77,56,0,0,0
"5249",2007-05-19,7651,71,56,0,0,0
"5250",2007-05-20,7530,78,56,0.02,0,0
"5251",2007-05-21,6436,79,53,0.03,0,0
"5252",2007-05-22,6641,57,43,0.43,0,0
"5253",2007-05-23,6635,51,40,0,0,0
"5254",2007-05-24,7223,55,37,0,0,0
"5255",2007-05-25,10006,67,42,0,0,0
"5256",2007-05-26,14010,54,35,0,0,0
"5257",2007-05-27,12329,73,42,0,0,0
"5258",2007-05-28,8147,78,50,0.58,0,0
"5259",2007-05-29,7914,55,46,0.35,0,0
"5260",2007-05-30,7626,57,43,0.01,0,0
"5261",2007-05-31,7365,53,42,0.02,0,0
"5262",2007-06-01,10030,55,43,0.31,0,0
"5263",2007-06-02,13294,63,46,0.01,0,0
"5264",2007-06-03,12274,68,51,0,0,0
"5265",2007-06-04,12557,66,51,0.1,0,0
"5266",2007-06-05,12435,73,49,0,0,0
"5267",2007-06-06,10353,79,53,0.02,0,0
"5268",2007-06-07,11007,79,40,0.01,0,0
"5269",2007-06-08,13560,64,41,0,0,0
"5270",2007-06-09,14594,73,53,0,0,0
"5271",2007-06-10,15990,81,53,0,0,0
"5272",2007-06-11,15972,88,60,0,0,0
"5273",2007-06-12,14488,70,55,0.08,0,0
"5274",2007-06-13,15391,69,55,0,0,0
"5275",2007-06-14,14669,80,48,0,0,0
"5276",2007-06-15,15358,68,55,0,0,0
"5277",2007-06-16,16570,76,51,0.15,0,0
"5278",2007-06-17,16870,86,53,0.1,0,0
"5279",2007-06-18,17708,67,51,0,0,0
"5280",2007-06-19,17860,77,50,0,0,0
"5281",2007-06-20,16542,84,60,0,0,0
"5282",2007-06-21,16813,74,60,0.25,0,0
"5283",2007-06-22,17792,81,57,0.1,0,0
"5284",2007-06-23,18255,90,64,0,0,0
"5285",2007-06-24,18146,92,71,0,0,0
"5286",2007-06-25,19577,88,69,0,0,0
"5287",2007-06-26,19298,70,53,0,0,0
"5288",2007-06-27,17764,76,55,0,0,0
"5289",2007-06-28,15923,81,58,0,0,0
"5290",2007-06-29,17844,83,62,0,0,0
"5291",2007-06-30,20366,88,65,0.02,0,0
"5292",2007-07-01,25044,91,65,0,0,0
"5293",2007-07-02,27485,85,68,0,0,0
"5294",2007-07-03,31366,82,58,0,0,0
"5295",2007-07-04,24747,82,58,0,0,0
"5296",2007-07-05,22668,81,66,0,0,0
"5297",2007-07-06,21757,94,63,0,0,0
"5298",2007-07-07,19574,98,66,0,0,0
"5299",2007-07-08,20188,76,53,0.2,0,0
"5300",2007-07-09,20682,85,57,0.37,0,0
"5301",2007-07-10,20156,71,52,0,0,0
"5302",2007-07-11,19463,73,50,0,0,0
"5303",2007-07-12,18866,78,58,0,0,0
"5304",2007-07-13,20312,82,50,0,0,0
"5305",2007-07-14,21318,84,59,0,0,0
"5306",2007-07-15,19789,87,67,0,0,0
"5307",2007-07-16,21024,93,71,0,0,0
"5308",2007-07-17,19968,89,75,0,0,0
"5309",2007-07-18,18546,79,65,1.14,0,0
"5310",2007-07-19,19435,76,60,0.08,0,0
"5311",2007-07-20,19691,80,64,0,0,0
"5312",2007-07-21,20576,93,70,0.01,0,0
"5313",2007-07-22,20576,92,NA,0,0,0
"5314",2007-07-23,21715,93,74,0,0,0
"5315",2007-07-24,21531,92,74,0,0,0
"5316",2007-07-25,19833,88,65,0.01,0,0
"5317",2007-07-26,18823,69,62,0.14,0,0
"5318",2007-07-27,19883,72,59,0.04,0,0
"5319",2007-07-28,21698,76,61,0,0,0
"5320",2007-07-29,21006,76,61,0,0,0
"5321",2007-07-30,21621,86,65,0,0,0
"5322",2007-07-31,20081,88,66,0.1,0,0
"5323",2007-08-01,18662,79,66,0,0,0
"5324",2007-08-02,17824,74,60,0.01,0,0
"5325",2007-08-03,22928,82,60,0.28,0,0
